IslandCode,IslandName,SiteCode,SiteName,SurveyYear,ReserveStatus,Reference,Alloclinus_holderi,Centrostephanus_coronatus,Coryphopterus_nicholsi,Cypraea_spadicea,Eisenia_arborea,Laminaria_farlowii,Lithopoma_gibberosa,Lythrypnus_dalli,Megastraea_undosa,Parastichopus_parvimensis,Patiria_miniata,Pterygophora_californica,Strongylocentrotus_franciscanus,Strongylocentrotus_purpuratus,Styela_montereyensis,Tegula_regina,Macrocystis_pyrifera,Pisaster_giganteus,Sargassum_horneri,Pisaster_ochraceus,Aplysia_californica,Crassedoma_giganteum,Haliotis_corrugata,Haliotis_fulgens,Haliotis_rufescens,Kelletia_kelletii,Lophogorgia_chilensis,Lytechinus_anamesus,Megathura_crenulata,Muricea_californica,Muricea_fruticosa,Panulirus_interruptus,Pycnopodia_helianthoides,Stylaster_californicus,Tethya_aurantia,Urticina_lofotensis,Haliotis_assimilis,Cryptochiton_stelleri,Haliotis_sorenseni,Undaria_pinnatifida,Mean_ONI_ANOM
SR,Santa Rosa Island,TC,Trancion Canyon,2006,Inside,TRUE,0,0,0.0833,0.7917,0,0,0,0,0,0.5,1.6667,0.5,5.0833,1.9167,0.4583,0,0.16,0.135,0,0,0,0.0111,0,0,0,0,0,0,0.0146,0,0,0,0.0146,0,0.1056,0.0597,0,0,0,0,0.11416666666666668
SR,Santa Rosa Island,TC,Trancion Canyon,2007,Inside,TRUE,0,0,0.25,0.3333,0.0208,0,0,0,0.0417,0.1667,2.0833,0.5833,5.75,4.2083,0.7083,0,0.255,0.24,0,0,0,0.0257,0,0,7e-4,0.0035,7e-4,0,0.0201,0,0,0,0.0042,0,0.1083,0.0333,0,0,0,0,-0.5908333333333333
SR,Santa Rosa Island,TC,Trancion Canyon,2008,Inside,TRUE,0,0,0.125,0.2917,0.0417,0,0,0,0.0417,0.1667,1.9583,3.1458,6.5833,7.1667,0.875,0,0.33,0.395,0,0,0,0.0167,0,0,0,0.0021,0,0,0.0194,0,0,0.0014,0.0028,0,0.116,0.0618,0,0,0,0,-0.7583333333333333
SR,Santa Rosa Island,TC,Trancion Canyon,2009,Inside,TRUE,0,0,0,0.5833,0.125,0,0,0,0,0.2083,2.125,0.8542,8.1667,10.3333,0.3333,0,0.2025,0.525,0,0,0,0.0069,0,0,0,7e-4,0,0,0.0181,0,0,0,0.0063,0,0.1187,0.0694,0,0,0,0,0.3125
SR,Santa Rosa Island,TC,Trancion Canyon,2010,Inside,TRUE,0,0,0.5,0.4167,0.0417,0,0,0,0,0.5417,3,0.4375,11.25,21.2917,0.2083,0,0.0275,0.36,0,0,0,0.0063,0,0,0,0.0021,7e-4,0,0.0187,0,0,0,0.0132,0,0.1368,0.0813,0,0,0,0,-0.4616666666666666
SR,Santa Rosa Island,TC,Trancion Canyon,2011,Inside,TRUE,0,0,0.1667,0.9167,0,0,0,0,0,0.0833,3.375,0,12.3333,9.125,0,0,0,0.43,0,0,0,0.0132,0,0,0,0,0,0,0.0382,0,0,7e-4,0.0236,0,0.1333,0.1076,0,0,0,0,-0.8391666666666666
SR,Santa Rosa Island,TC,Trancion Canyon,2012,Inside,TRUE,0,0,0.4167,0.1667,0,0,0,0,0,0.2917,3.5,0.3333,8.0417,2.7083,0,0,0.0075,0.37,0,0,0,0.0069,0,0,0,0,0.0014,0,0.0146,0,0,0,0.0111,0,0.1069,0.0854,0,0,0,0,-0.11416666666666667
SR,Santa Rosa Island,TC,Trancion Canyon,2013,Inside,TRUE,0,0,0.5417,0.6667,0.0625,0,0,0,0,0.4583,4.75,1.2917,10.4167,1.375,0,0,0.02,0.525,0,0,0.0014,0.0021,0,0,0,0,7e-4,0,0.0222,0,0,0,0.0118,0,0.0819,0.0813,0,7e-4,0,0,-0.29333333333333333
SR,Santa Rosa Island,TC,Trancion Canyon,2014,Inside,TRUE,0,0,0.5,0.5,0.0417,0,0,0,0,0.2917,3.9167,0.75,8.75,8.4167,0,0,0.1275,0.0111,0,0,7e-4,0.0472,0,0,0,0,0,0.0069,0.0264,0,0,0,0,0,0.1292,0.1035,0,0,0,0,0.13999999999999999
SR,Santa Rosa Island,TC,Trancion Canyon,2015,Inside,TRUE,0,0,0.3333,1.125,0.0208,0,0.0417,0,0,0.2083,1.3333,0.3333,12.7917,15.6667,0.0417,0,0.075,0.0042,0,0,0.0257,0.1382,0,0,0,7e-4,0,0.0201,0.0194,0,0,0.0021,0,0,0.0875,0.0618,0,0,0,0,1.485
SR,Santa Rosa Island,TC,Trancion Canyon,2016,Inside,TRUE,0,0,0.4167,0.75,0,0,0,0,0.625,0.2083,0.7083,0,15.5833,20.5417,0,0,0.05,0.0063,0,0,0.0028,0.1792,0,0,0,0,0,0,0.0354,0,0,0,0,0,0.0667,0.0604,0,0,0,0,0.35666666666666663
SR,Santa Rosa Island,TC,Trancion Canyon,2017,Inside,TRUE,0.0417,0,0.2083,0.125,0.0625,0,0.125,0,0.75,0.0417,0.5417,0.0833,10.375,24.625,0,0.0417,0.0625,0.0069,0,0,0.0021,0.2479,0,0,0.0021,0,0,0.0194,0.0535,0,0,0.0035,0,0,0.0722,0.0854,0,0,0,0,-0.17666666666666667
SR,Santa Rosa Island,TC,Trancion Canyon,2018,Inside,TRUE,0,0.0417,0.3333,0.1667,0,0,0.0833,0,0.6667,0.125,0.9583,0,14.7083,50.2917,0,0,0.0375,0.0049,0,0,0,0.325,0,0,7e-4,0.0021,0,0.0035,0.0639,0,0,0.009,0,0,0.0562,0.059,0,0,0,0,0.039999999999999994
SR,Santa Rosa Island,TC,Trancion Canyon,2019,Inside,TRUE,0,0,0.1667,0.2083,0.125,0,0.0417,0,0.2083,0.1667,1.7083,0.0625,13.7083,30.1667,0.0833,0,0.025,0.0042,0,0,0.0063,0.2667,0,0,0,0.0063,0,0.0035,0.0618,0,0,0,0,0,0.0681,0.0931,0,0,0,0,0.75
SR,Santa Rosa Island,CSAW,Chickasaw,2005,Inside,TRUE,0,0,0.0833,0.0833,0,0,0,0,0,0,1.25,0.0625,0.375,0,1.3333,0,0.0675,0.15,0,0,0,0.0069,0,0,0.0153,0,0,0,0.0049,0,0,0,0.0417,0,0.0861,0.0611,0,0,0,0,0.04166666666666667
SR,Santa Rosa Island,CSAW,Chickasaw,2006,Inside,TRUE,0,0,0,0,0,0.0208,0,0,0,0.0833,1.0417,0.1042,0.5833,0.0833,0.2917,0,0.1675,0.18,0,0,0,0.009,0,0,0.0118,0,0,0,0.0049,0,0,0,0.0194,0,0.0562,0.066,0,0,0,0,0.11416666666666668
SR,Santa Rosa Island,CSAW,Chickasaw,2007,Inside,TRUE,0,0,0.25,0.4167,0,0.5625,0,0,0,0.0417,1.625,0.4375,1.25,0.1667,0.2083,0,0.44,0.29,0,0,0,0.0069,0,0,0.0083,0,0,0,0.0014,0,0,0,0.0028,0,0.0528,0.034,0,0,0,0,-0.5908333333333333
SR,Santa Rosa Island,CSAW,Chickasaw,2008,Inside,TRUE,0,0,0.125,0.1667,0,0,0,0,0,0.0417,1.875,0.1458,1.125,0.7083,0.3333,0,0.25,0.14,0,0,0,0.0111,0,0,0.0167,0,0,0,0.0021,0,0,0,0.0097,0,0.0757,0.0521,0,0,0,0,-0.7583333333333333
SR,Santa Rosa Island,CSAW,Chickasaw,2009,Inside,TRUE,0,0,0.0833,0.1667,0.0208,0,0,0,0,0.0833,2.4583,0.2708,2.375,1.8333,0.1667,0,0.3275,0.105,0,0,0.0229,0.0063,0,0,0.0111,0,0,0,0.0035,0,0,0,7e-4,0,0.0653,0.0569,0,0,0,0,0.3125
SR,Santa Rosa Island,CSAW,Chickasaw,2010,Inside,TRUE,0,0,0.0417,0.375,0,0,0,0,0,0.1667,1.8333,0.25,2.4583,2.375,0.5,0,0.175,0.16,0,0,0,0.0153,0,0,0.0069,0,0,0,0.0035,0,0,0,0.0028,0,0.0785,0.0542,0,0,0,0,-0.4616666666666666
SR,Santa Rosa Island,CSAW,Chickasaw,2011,Inside,TRUE,0,0,0.0417,0.125,0.0208,0,0,0,0,0.125,2.375,0.2083,3.2083,2,0.7917,0,0.1025,0.145,0,0,0,0.0181,0,0,0.009,0,0,0,0.0076,0,0,0,0.0063,0,0.0701,0.0799,0,0,0,0,-0.8391666666666666
SR,Santa Rosa Island,CSAW,Chickasaw,2012,Inside,TRUE,0,0,0.2083,0.0417,0.0417,0,0,0,0,0.1667,1.75,0.125,4.2083,4.625,0,0,0.2775,0.06,0,0,0.0021,0.0042,0,0,0.0069,0,0,0,0.0056,0,0,0,0.0035,0,0.0542,0.0535,0,0,0,0,-0.11416666666666667
SR,Santa Rosa Island,CSAW,Chickasaw,2013,Inside,TRUE,0,0,0.4583,0.0833,0,0,0,0,0,0.125,2.1667,0.125,6.4167,1.75,0.3333,0,0.145,0.215,0,0,0,0.0111,0,0,0.0111,0,0,0,0.009,0,0,0,0.0056,0,0.0569,0.0576,0,0,0,0,-0.29333333333333333
SR,Santa Rosa Island,CSAW,Chickasaw,2014,Inside,TRUE,0,0,0.2917,0.2083,0,0,0,0,0,0.125,2.3333,0.0417,4.5833,5.25,0.25,0,0.285,0,0,0,7e-4,0.0562,0,0,0.0181,0,0,0,0.0056,0,0,7e-4,0,0,0.0757,0.0604,0,0,0,0,0.13999999999999999
SR,Santa Rosa Island,CSAW,Chickasaw,2015,Inside,TRUE,0,0.0417,0.5,0.4583,0.0417,0,0,0,0,0.2083,1.125,0.1667,6.2917,15.75,0.2917,0,0.1325,0.0021,0,0,0.0403,0.141,0,0,0.0174,0,0,0,0.0056,0,0,7e-4,0,0,0.0493,0.0549,0,0,0,0,1.485
SR,Santa Rosa Island,CSAW,Chickasaw,2016,Inside,TRUE,0,0,0.2917,0.125,0,0,0,0,0,0,0.625,0.1458,7.4583,12.4583,0.2083,0,0.1425,0.0042,0,0,0.0076,0.2306,0,0,0.0167,0,0,0,0.0083,0,0,7e-4,0,0,0.0597,0.0611,0,0,0,0,0.35666666666666663
SR,Santa Rosa Island,CSAW,Chickasaw,2017,Inside,TRUE,0,0,0.0833,0.25,0.0625,0,0,0,0.0833,0.125,0.5417,0.875,4.8333,20.75,0.25,0,0.1525,0.0069,0,0,0.0035,0.1868,0,0,0.0097,7e-4,0,0,0.0181,0,0,7e-4,0,0,0.0431,0.0479,0,0,0,0,-0.17666666666666667
SR,Santa Rosa Island,CSAW,Chickasaw,2018,Inside,TRUE,0,0,0,0.1667,0.0417,0,0.0417,0,0.4167,0.375,0.6667,0.1875,7.7917,21.75,0.0833,0,0.105,0.0021,0,0,0,0.2451,0,0,0.0111,0,0,0,0.0264,0,0,0,0,0,0.0396,0.059,0,0,0,0,0.039999999999999994
SR,Santa Rosa Island,CSAW,Chickasaw,2019,Inside,TRUE,0.0417,0,0,0.5833,0,0,0,0,0.2917,0.1667,0.875,0.0833,10.75,26.2917,0,0,0.105,0.0014,0,0,0,0.309,0,0,0.0132,0,0,0,0.0167,0,0,7e-4,0,0,0.059,0.0507,0,0,0,0,0.75
SR,Santa Rosa Island,SP,South Point,2005,Inside,TRUE,0,0,0.0417,0,0,0.1458,0,0,0,0,2.2083,0.5208,0,0,1.5,0,0.085,0.03,0,0,0.0014,0.0076,0,0,0.0299,0.0104,0,0,0.0021,0,0,0,0.0257,0,0.0778,0.0174,0,0,0,0,0.04166666666666667
SR,Santa Rosa Island,SP,South Point,2006,Inside,TRUE,0,0,0.0417,0.0833,0,0.25,0,0,0.0417,0,1.5,0.7708,0.2083,0,0.7083,0,0.3575,0.01,0,0,0,7e-4,0,0,0.0451,7e-4,0,0,0,0,0,0,0.0187,0,0.0653,0.0215,0,0,0,0,0.11416666666666668
SR,Santa Rosa Island,SP,South Point,2007,Inside,TRUE,0,0,0.125,0.125,0,0.2292,0,0,0,0.0417,2.7917,0.6458,0.0833,1.375,0.8333,0,0.1825,0.055,0,0,0,0,0,0,0.025,0.0028,0,0,0.0021,0,0,0,0.0014,0,0.0521,0.0125,0,0,0,0,-0.5908333333333333
SR,Santa Rosa Island,SP,South Point,2008,Inside,TRUE,0,0,0,0.125,0.0208,0.8958,0,0,0,0.0417,2.2917,1.4375,0.0417,1.0417,0.7917,0,0.5025,0.065,0,0,0,0.0035,0,0,0.0458,0.0042,0,0,0.0014,0,0,0,0.0056,0,0.0806,0.025,0,0,0,0,-0.7583333333333333
SR,Santa Rosa Island,SP,South Point,2009,Inside,TRUE,0,0,0.2083,0.2917,0,1.0625,0,0,0,0,1.9167,0.6875,0.625,4,0.4167,0,0.46,0.09,0,0,0.0028,0.0014,0,0,0.0465,7e-4,0,0,7e-4,0,0,0,0.0028,0,0.0361,0.0222,0,0,0,0,0.3125
SR,Santa Rosa Island,SP,South Point,2010,Inside,TRUE,0,0,0.1667,0.1667,0,0.5208,0,0,0,0.0833,2.9167,0.6667,1.4583,8.75,3.1667,0,0.15,0.08,0,0,0,7e-4,0,0,0.0361,7e-4,0,0,0.0028,0,0,0,0.0056,0,0.0674,0.0181,0,0,0,0,-0.4616666666666666
SR,Santa Rosa Island,SP,South Point,2011,Inside,TRUE,0,0,0.2083,0.0833,0.0417,0.75,0,0,0,0.125,2.875,0.9792,1.5833,10.875,2.2083,0,0.105,0.035,0,0,7e-4,0.0049,0,0,0.0556,7e-4,0,0,0.0035,0,0,0,0.0076,0,0.0514,0.0361,0,0,0,0,-0.8391666666666666
SR,Santa Rosa Island,SP,South Point,2012,Inside,TRUE,0,0,0.0417,0.1667,0.0417,0.9583,0,0,0.0417,0.0417,3.5417,0.8958,0.4167,7.7917,0.2083,0,0.33,0.04,0,0,0.0042,0.0035,0,0,0.0389,7e-4,0,0,0,0,0,0,0.0076,0,0.0514,0.034,0,0,0,0,-0.11416666666666667
SR,Santa Rosa Island,SP,South Point,2013,Inside,TRUE,0,0,0.0417,0,0,0.6875,0,0,0,0,2.625,0.8125,0.25,3.3333,1.0417,0,0.195,0.05,0,0,0,0.0049,0,0,0.0507,0.0014,0,0,0.0014,0,0,0,0.0194,0,0.0632,0.0264,0,0,0,0,-0.29333333333333333
SR,Santa Rosa Island,SP,South Point,2014,Inside,TRUE,0,0,0.0417,0.0833,0.0208,0.8333,0,0,0,0,2.4583,1.1875,3.1667,13.0833,0.5,0,0.2725,0,0,0,0.0076,0.0069,0,0,0.0417,0,0,0,0.0035,0,0,7e-4,0,0,0.0549,0.0201,0,0,0,0,0.13999999999999999
SR,Santa Rosa Island,SP,South Point,2015,Inside,TRUE,0,0,0.2083,0.3333,0.0417,0.9583,0,0,0,0.0417,1.0833,0.6458,4.5417,17.5,0.2917,0,0.26,0.0014,0,0,0.0347,0.0167,0,0,0.0896,0,0,7e-4,0.0042,0,0,7e-4,0,0,0.0451,0.0139,0,0,0,0,1.485
SR,Santa Rosa Island,SP,South Point,2016,Inside,TRUE,0,0,0.0833,0.375,0.0208,0.6667,0,0,0,0,0.375,0.25,1.5417,11.375,0.3333,0,0.205,7e-4,0,0,0,0.0097,0,0,0.0514,7e-4,0,0,0.0049,0,0,7e-4,0,0,0.0521,0.0215,0,0,0,0,0.35666666666666663
SR,Santa Rosa Island,SP,South Point,2017,Inside,TRUE,0.0417,0,0,0.2917,0.1667,0.625,0,0,0,0.0417,0.4167,5.3333,1.6667,6.625,0.0833,0,0.31,0.0028,0,0,0.0111,0.0347,0,0,0.0556,0,0,0,0.0063,0,0,0,0,0,0.0306,0.0215,0,0,0,0,-0.17666666666666667
SR,Santa Rosa Island,SP,South Point,2018,Inside,TRUE,0,0,0,0.0833,0,2.2292,0,0,0.6667,0.0417,0.8333,1.3333,2.1667,52.2917,0,0,0.22,0.0014,0,0,0.0021,0.0181,0,0,0.0368,7e-4,0,0,0.0049,0,0,0,0,0,0.0396,0.0326,0,0,0,0,0.039999999999999994
SR,Santa Rosa Island,SP,South Point,2019,Inside,TRUE,0,0,0,0.0417,0.0208,2.2083,0,0,0.5833,0,0.9167,1.0417,0.4583,14.9167,0,0,0.175,0,0,0,0.0146,0.0076,0,0,0.0319,0.0014,0,0,0.0049,0,0,7e-4,0,0,0.0312,0.05,0,0,0,0,0.75
SC,Santa Cruz Island,DPM,Devil's Peak Member,2005,Outside,TRUE,0.2083,0.0833,2.125,0.1667,0,0,0,0,0.125,0.1667,0.5833,0,1.5417,26.1667,0,0,0,0.125,0,0,0.0104,0.05,0,0,0,0,0.0771,0.025,0.0861,0.0021,0,0,0.0028,0,0.0076,0,0,0,0,0,0.04166666666666667
SC,Santa Cruz Island,DPM,Devil's Peak Member,2006,Outside,TRUE,0.0833,0.0833,0.5,0.0417,0,0,0,0,0,0.2917,1,0,2.25,19.9167,0,0.0417,0,0.06,0,0,0.0111,0.0174,0,0,0,7e-4,0.0528,0.0049,0.0903,0.0021,0.0014,0,0.0035,0,0.0028,0,0,0,0,0,0.11416666666666668
SC,Santa Cruz Island,DPM,Devil's Peak Member,2007,Outside,TRUE,0.625,0.125,1.375,0,0,0,0,0.125,0.1667,0.25,0.5833,0,3.2083,21.125,0,0,0,0.145,0,0,0.0125,0.0528,0,0,0,0.0014,0.1174,0.0181,0.1771,0.0028,7e-4,7e-4,0.0035,0,0.0104,0,0,0,0,0,-0.5908333333333333
SC,Santa Cruz Island,DPM,Devil's Peak Member,2008,Outside,TRUE,0.3333,0,1.5417,0.0833,0.0208,0,0,0,0.0833,0.1667,0.4167,0,3.6667,23.875,0,0.0417,0,0.13,0,0,0.0222,0.0542,0,0,0,0,0.0938,0.0111,0.2479,0.0042,0,0.0014,0.0021,0,0.0347,0,0,0,0,0,-0.7583333333333333
SC,Santa Cruz Island,DPM,Devil's Peak Member,2009,Outside,TRUE,0.25,0,1.0417,0.2917,0,0,0,0.7917,0.0833,0.7083,0.7917,0,4.375,28.1667,0,0.0417,0,0.225,0,0,0.0153,0.0187,0,0,0,0,0.0979,0.0035,0.2903,0.0035,0.0021,0,0.0049,0,0.0493,0,0,0,0,0,0.3125
SC,Santa Cruz Island,DPM,Devil's Peak Member,2010,Outside,TRUE,0.0833,0.1667,0.6667,0.0417,0.0417,0,0,0,0,0.4167,0.4167,0,2.4583,14.2083,0,0.0417,0,0.335,0,0,0.0014,0.0174,0,0,0,0,0.0583,0.0021,0.3208,0.0028,7e-4,7e-4,7e-4,0,0.0625,0,0,0,0,0,-0.4616666666666666
SC,Santa Cruz Island,DPM,Devil's Peak Member,2011,Outside,TRUE,0,0.1667,0,0.0417,0.2292,0,0,0,0,0.4583,0.9583,0,3.5,11.0833,0,0.0417,0,0.28,0,0,0.0111,0.0201,0,0,0,0,0.0618,7e-4,0.2931,0.0028,0.0014,0,0.0028,0,0.0778,0,0,0,0,0,-0.8391666666666666
SC,Santa Cruz Island,DPM,Devil's Peak Member,2012,Outside,TRUE,0.0417,0,0.875,0.0833,0,0,0.0833,0,0.0833,0.2083,1.6667,0,6.5,21.125,0,0.0417,0,0.245,0,0.045,0.0063,0.0222,0,0,0,0,0.0868,0,0.1639,0.0035,0,0,0.0111,0,0.0729,0,0,0,0,0,-0.11416666666666667
SC,Santa Cruz Island,DPM,Devil's Peak Member,2013,Outside,TRUE,0.1667,0.0417,0.625,0.625,0,0,0,0,0,0.2083,0.7917,0,5.625,18.125,0,0.0417,0,0.12,0,0.01,0.0056,0.0201,0,0,0,0.0014,0.1174,0.0028,0.1639,0.0021,7e-4,7e-4,0.0056,0,0.0903,0,0,0,0,0,-0.29333333333333333
SC,Santa Cruz Island,DPM,Devil's Peak Member,2014,Outside,TRUE,0,0,0.5417,0.4583,0,0,0,0,0.1667,0.0833,1.375,0,6.6667,15.5417,0,0.0417,0,0,0,7e-4,0.0187,0.0125,7e-4,0,0,0.0014,0.0861,0.0701,0.184,0.0021,0,0,0,0,0.0785,0,0,0,0,0,0.13999999999999999
SC,Santa Cruz Island,DPM,Devil's Peak Member,2015,Outside,TRUE,0.375,1.0417,0.5,1.4167,0,0,0.0417,0,0.8333,0,0.125,0,5.5,11.2917,0,0,0,7e-4,0,0.0021,0.0729,0.0118,0,0,7e-4,0.0292,0.0875,0.009,0.1535,0.0028,7e-4,0,0,0,0.0382,0,0,0,0,0,1.485
SC,Santa Cruz Island,DPM,Devil's Peak Member,2016,Outside,TRUE,0.2917,1.5417,0.0833,0.0417,0,0,0,1.625,1.25,0.0417,0,0,0.625,0.875,0,0,0,0,0.5675,0,0.0222,0.0111,0,0,0,0.0271,0.1174,0.0035,0.1514,0.0049,0,0,0,0,0.0125,0,0,0,0,0,0.35666666666666663
SC,Santa Cruz Island,DPM,Devil's Peak Member,2017,Outside,TRUE,0.0417,0.9167,0.0417,0.0417,0.0208,0,0.0417,1.4167,1.5,0,0.0417,0,0.625,1.4583,0,0,0,7e-4,0.475,0,0.0167,0.0083,0,0,0,0.0208,0.034,1.0222,0.1549,0.0014,0,7e-4,0,0,0.0028,0,0,0,0,0,-0.17666666666666667
SC,Santa Cruz Island,DPM,Devil's Peak Member,2018,Outside,TRUE,0.625,0.5833,0.25,0.2917,0,0,0,0.5,5.7917,0.0833,0,0,2.0833,22.9167,0,0,0,0.0035,1.27,7e-4,0.0035,0.0125,0,0,0,0.0625,0.0757,0.1639,0.1389,0.0014,0,7e-4,0,0,0.0014,0,0,0,0,0,0.039999999999999994
SC,Santa Cruz Island,DPM,Devil's Peak Member,2019,Outside,TRUE,0.875,1.5,0.0417,0.2917,0,0.0833,0,1.2083,7.2083,0.2083,0.0833,0,1.0833,10.5417,0,0.0417,0,0.0028,4.5575,0,0.0319,0.0139,0,0,0,0.075,0.0472,0.0556,0.0056,0.0021,0,0,0,0,0.0014,0,0,0,0,0,0.75
SC,Santa Cruz Island,PP,Potato Pasture,2005,Inside,TRUE,0.0833,0.125,1.7083,0.25,0,0,0,0,0.0833,0.4167,0.5,0,5.7083,22.1667,0,0,0,0.065,0,0,0.0146,0.1292,0,0,0,7e-4,0.0861,0.2826,0.016,7e-4,0,0,0,0,0.0153,0,0,0,0,0,0.04166666666666667
SC,Santa Cruz Island,PP,Potato Pasture,2006,Inside,TRUE,0.2917,0.125,1.7917,0.0417,0,0,0,0,0.0417,0.625,0.4583,0,6.5417,28.7083,0,0.1667,0,0.04,0,0,0.0056,0.0562,0,0,0,0.0132,0.0847,0.2424,0.0264,7e-4,0,0,0,0,0.0111,0,0,0,0,0,0.11416666666666668
SC,Santa Cruz Island,PP,Potato Pasture,2007,Inside,TRUE,0.25,0,1.75,0,0,0,0,0,0.2917,0.6667,0.375,0,7.3333,25.5833,0,0.0417,0,0.055,0,0,0.0063,0.0771,0,0,0,0.0125,0.084,0.3535,0.0521,0,0,0.0014,7e-4,0,0.0326,0,0,0,0,0,-0.5908333333333333
SC,Santa Cruz Island,PP,Potato Pasture,2008,Inside,TRUE,0.2083,0.0833,1.25,0.25,0,0,0,0,0.1667,0.375,0.375,0,6.6667,15.9583,0,0.125,0,0.065,0,0,0.0014,0.0743,0,0,0,0.0069,0.0861,0.1451,0.0431,0.0014,0,0.0035,7e-4,0,0.0201,0,0,0,0,0,-0.7583333333333333
SC,Santa Cruz Island,PP,Potato Pasture,2009,Inside,TRUE,0.0417,0.2083,1.7083,0.0417,0,0,0,0.2083,0.0417,0.875,1.0417,0,4.5833,19.8333,0,0.4167,0,0.085,0,0,0.0028,0.0604,0,0,0,0.0083,0.0868,0.0111,0.034,0.0028,0,0.0056,0,0,0.0236,0,0,0,0,0,0.3125
SC,Santa Cruz Island,PP,Potato Pasture,2010,Inside,TRUE,0.0417,0.4167,0.4167,0,0.9375,0,0,0.0833,0.1667,1.125,0.9167,0,2.375,13.75,0,0.125,0.1375,0.075,0,0,0.0049,0.041,0,0,0,0.0063,0.0792,0.0187,0.0257,0.0021,0,0.0056,0,0,0.0667,0,0,0,0,0,-0.4616666666666666
SC,Santa Cruz Island,PP,Potato Pasture,2011,Inside,TRUE,0.125,0,0.9167,0.2083,0.2292,0,0,0,0.2917,1,1.9167,0,4,40.2917,0,0.125,0.03,0.17,0,0,0.0257,0.0375,0,0,0,0.0056,0.0757,0.0757,0.0201,0.0021,0,0.0049,0,0,0.0604,0,0,0,0,0,-0.8391666666666666
SC,Santa Cruz Island,PP,Potato Pasture,2012,Inside,TRUE,0,0.125,1.375,0.0417,0.1667,0,0.0417,0,0,0.7917,1.7917,0,3.0833,22.4167,0,0.0833,0.0125,0.155,0,0.02,0.0069,0.0201,0,0,0,0.0111,0.0681,0.0257,0.0187,0.0014,0,0.0049,0,0,0.0924,0,0,0,0,0,-0.11416666666666667
SC,Santa Cruz Island,PP,Potato Pasture,2013,Inside,TRUE,0,0.125,1.4167,0.0833,0.4792,0.0625,0.125,0,0.0833,1.5833,0.875,0,4.4167,24.5417,0,0.25,0.01,0.1,0.0125,0.015,0.0125,0.0368,0,0,0,0.0028,0.0639,0.0042,0.0187,7e-4,0,0.0069,0,0,0.0785,0,0,0,0,0,-0.29333333333333333
SC,Santa Cruz Island,PP,Potato Pasture,2014,Inside,TRUE,0.7917,0.2917,1.0417,0.375,5.0833,0.375,0,0,0.0833,1.0833,0.5833,0,1.6667,14.375,0,0.3333,0.0875,0.0014,2.4425,0,0.0208,0.0285,0,0,0,0.025,0.0549,0.0174,0.0076,0,0,0.0139,0,0,0.0778,0,0,0,0,0,0.13999999999999999
SC,Santa Cruz Island,PP,Potato Pasture,2015,Inside,TRUE,0.3333,1.0417,0.125,0.125,4.2292,0.2083,0,0.6667,0.0833,0.6667,0.0417,0,0.3333,2.0833,0,0.125,0.2525,0,22.265,0,0.0167,0.0833,0,0,0,0.0111,0.0403,7e-4,7e-4,0.0014,0,0.0153,0,0,0.025,0,0,0,0,0,1.485
SC,Santa Cruz Island,PP,Potato Pasture,2016,Inside,TRUE,0.3333,1.125,0.0833,0,3.0833,0,0,1.25,0.75,0.7083,0,0,0.2083,0.5,0,0.0417,0.19,7e-4,34.24,0,0.0125,0.0576,0,0,0,0.0375,0.0215,0,7e-4,0.0014,0,0.016,0,0,0.0153,0,0,0,0,0,0.35666666666666663
SC,Santa Cruz Island,PP,Potato Pasture,2017,Inside,TRUE,0.125,0.5,0,0.0417,3.25,0,0,0.375,0.25,0.5833,0.1667,0,0.2917,0.5833,0,0,0.4225,0,7.265,0,7e-4,0.0333,0,0,0,0.0604,0.0076,0.0806,0,7e-4,0,0.0118,0,0,0.0208,0,0,0,0,0,-0.17666666666666667
SC,Santa Cruz Island,PP,Potato Pasture,2018,Inside,TRUE,1.3333,0.25,0.0417,0.0833,2.1667,0,0,1.875,0.25,0.5,0.25,0,0.5,2.2917,0,0.125,0.25,0,1.035,0,0,0.0785,7e-4,0,0,0.025,0.0056,7e-4,0,0.0021,0,0.0306,0,0,0.0028,7e-4,0,0,0,0,0.039999999999999994
SC,Santa Cruz Island,PP,Potato Pasture,2019,Inside,TRUE,0.2917,0.3333,0,0.0833,2.1667,1.3333,0,0,0.3333,0.75,0.1667,0,0.2083,0.75,0,0,1.315,7e-4,0.135,0,0.0028,0.0646,0,0,0,0.034,0.0132,0.0042,0,0.0014,0,0.0104,0,0,0.0021,0,0,0,0,0,0.75
SC,Santa Cruz Island,CVP,Cavern Point,2005,Inside,TRUE,0.5,0.2917,3.125,0.0417,0,0,0,0,0.125,1.125,0.2083,0,3.5,32.8333,0,0,0,0.025,0,0,0.0139,0.1743,0,0,0,7e-4,0.1389,0.009,0.0437,0.0014,0,7e-4,0,0,0.0243,0,0,0,0,0,0.04166666666666667
SC,Santa Cruz Island,CVP,Cavern Point,2006,Inside,TRUE,0.125,0.2917,0.5833,0,0,0,0,0,0.2917,1.3333,0.6667,0,4.7083,31.875,0,0,0,0.065,0,0,0.0028,0.1132,0,0,0,0,0.1111,0,0.0562,7e-4,7e-4,0.0021,0.0014,0,0.0194,0,0,0,0,0,0.11416666666666668
